NBI Number,INDOT District,Lattitude,Longitude,Place (Decoded)
6800006,Greenfield,40.134174,-85.121425,United States
6800007,Greenfield,40.12279,-85.034242,United States
6800008,Greenfield,40.13179,-85.03013,United States
6800010,Greenfield,40.140949,-85.031737,United States
6800011,Greenfield,40.140888,-85.055431,United States
6800012,Greenfield,40.140712,-85.093543,United States
6800013,Greenfield,40.145942,-85.090849,United States
6800014,Greenfield,40.14596,-85.082048,United States
6800015,Greenfield,40.150162,-85.030789,United States
6800016,Greenfield,40.164184,-85.042721,United States
6800018,Greenfield,40.142918,-85.064064,United States
6800019,Greenfield,40.155821,-85.010087,United States
6800020,Greenfield,40.105376,-85.005886,United States
6800021,Greenfield,40.105862,-84.59093,Winchester city
6800022,Greenfield,40.112306,-84.594303,United States
6800023,Greenfield,40.141702,-84.59424,United States
6800025,Greenfield,40.103158,-85.020681,United States
6800026,Greenfield,40.104804,-85.020673,United States
6800027,Greenfield,40.104523,-85.025787,United States
6800028,Greenfield,40.154648,-85.031858,United States
6800029,Greenfield,40.144751,-85.031726,United States
6800030,Greenfield,40.135027,-85.031594,United States
6800031,Greenfield,40.125339,-85.031523,United States
6800033,Greenfield,40.170665,-85.053418,United States
6800034,Greenfield,40.164674,-85.013616,United States
6800035,Greenfield,40.161548,-85.035264,United States
6800036,Greenfield,40.164602,-85.04321,United States
6800037,Greenfield,40.112382,-85.002716,United States
6800038,Greenfield,40.14108,-84.572612,United States
6800039,Greenfield,40.162323,-84.550897,United States
6800040,Greenfield,40.155713,-84.545974,United States
6800041,Greenfield,40.155728,-84.574509,United States
6800042,Greenfield,40.15311,-84.574805,United States
6800043,Greenfield,40.15302,-84.583944,United States
6800044,Greenfield,40.174146,-84.585963,United States
6800045,Greenfield,40.164912,-84.522451,United States
6800046,Greenfield,40.155742,-84.521198,United States
6800047,Greenfield,40.155634,-84.514353,United States
6800048,Greenfield,40.15581,-84.495869,United States
6800049,Greenfield,40.160278,-84.482327,United States
6800050,Greenfield,40.162928,-84.483234,United States
6800051,Greenfield,40.171655,-84.495537,United States
6800052,Greenfield,40.173667,-84.492796,United States
6800053,Greenfield,40.144056,-84.49276,United States
6800054,Greenfield,40.105891,-84.581458,Winchester city
6800055,Greenfield,40.132078,-84.562802,United States
6800056,Greenfield,40.104865,-84.572501,United States
6800057,Greenfield,40.101268,-84.561857,United States
6800058,Greenfield,40.110946,-84.561758,United States
6800059,Greenfield,40.17064,-84.56172,United States
6800060,Greenfield,40.164836,-84.594312,United States
6800061,Greenfield,40.14447,-84.550996,United States
6800062,Greenfield,40.170614,-84.540237,United States
6800063,Greenfield,40.175068,-84.540264,United States
6800064,Greenfield,40.183294,-84.540278,United States
6800065,Greenfield,40.170632,-84.550985,United States
6800066,Greenfield,40.103475,-85.050918,United States
6800067,Greenfield,40.102453,-85.062202,United States
6800068,Greenfield,40.104598,-85.042312,United States
6800069,Greenfield,40.095036,-85.042853,United States
6800070,Greenfield,40.152909,-85.121649,United States
6800072,Greenfield,40.104253,-85.073415,United States
6800073,Greenfield,40.103266,-84.574306,Winchester city
6800074,Greenfield,40.104562,-84.565864,United States
6800075,Greenfield,40.095213,-84.541286,United States
6800077,Greenfield,40.090054,-84.583785,United States
6800078,Greenfield,40.090036,-84.551114,United States
6800079,Greenfield,40.090432,-84.491321,United States
6800083,Greenfield,40.132694,-84.491727,United States
6800084,Greenfield,40.141889,-84.491425,United States
6800085,Greenfield,40.152204,-84.481644,United States
6800087,Greenfield,40.112033,-84.540152,United States
6800088,Greenfield,40.071481,-85.055189,United States
6800089,Greenfield,40.071585,-85.094996,United States
6800090,Greenfield,40.071232,-85.12491,United States
6800091,Greenfield,40.08051,-85.121801,United States
6800092,Greenfield,40.080582,-85.112917,United States
6800093,Greenfield,40.080557,-85.082128,United States
6800094,Greenfield,40.080578,-85.042955,United States
6800095,Greenfield,40.083386,-84.595239,United States
6800097,Greenfield,40.0716,-84.565027,United States
6800098,Greenfield,40.10007,-84.540273,United States
6800099,Greenfield,40.150493,-84.575962,United States
6800100,Greenfield,40.150457,-84.58432,United States
6800102,Greenfield,40.143808,-84.59023,United States
6800103,Greenfield,40.141349,-84.572836,United States
6800104,Greenfield,40.112216,-84.550974,United States
6800105,Greenfield,40.085143,-85.020659,United States
6800106,Greenfield,40.091181,-85.03155,United States
6800107,Greenfield,40.092434,-85.041345,United States
6800108,Greenfield,40.085816,-85.052819,United States
6800109,Greenfield,40.085809,-85.08151,United States
6800110,Greenfield,40.100962,-85.0957,United States
6800111,Greenfield,40.095688,-85.110517,United States
6800112,Greenfield,40.093038,-85.084759,United States
6800113,Greenfield,40.074984,-84.583477,United States
6800114,Greenfield,40.050226,-84.58351,United States
6800115,Greenfield,40.041582,-84.583681,United States
6800116,Greenfield,40.062164,-85.051226,United States
6800117,Greenfield,40.100718,-85.063911,United States
6800118,Greenfield,40.071819,-85.095529,United States
6800119,Greenfield,40.06549,-85.095538,United States
6800120,Greenfield,40.075491,-85.11036,United States
6800121,Greenfield,40.081824,-85.113763,United States
6800123,Greenfield,40.081061,-84.52579,United States
6800124,Greenfield,40.081864,-84.525799,United States
6800125,Greenfield,40.145046,-84.525266,United States
6800126,Greenfield,40.172234,-84.525321,United States
6800127,Greenfield,40.09527,-85.093769,United States
6800128,Greenfield,40.091616,-85.12274,United States
6800129,Greenfield,40.080866,-84.554416,United States
6800130,Greenfield,40.075646,-84.560207,United States
6800131,Greenfield,40.062606,-84.561896,United States
6800132,Greenfield,40.030814,-84.573223,United States
6800134,Greenfield,40.062333,-84.563629,United States
6800135,Greenfield,40.092628,-84.593954,United States
6800136,Greenfield,40.07525,-85.001928,United States
6800137,Greenfield,40.052965,-85.052447,United States
6800138,Greenfield,40.093978,-85.054725,United States
6800139,Greenfield,40.062347,-85.083155,United States
6800140,Greenfield,40.092624,-85.124715,United States
6800141,Greenfield,40.094334,-85.124811,United States
6800142,Greenfield,40.00234,-85.105613,United States
6800143,Greenfield,40.0345,-85.104487,United States
6800144,Greenfield,40.160545,-84.514397,United States
6800145,Greenfield,40.172375,-84.514463,United States
6800146,Greenfield,40.053044,-85.102748,United States
6800147,Greenfield,40.04376,-85.103564,United States
6800148,Greenfield,40.044289,-84.503912,United States
6800149,Greenfield,40.053509,-84.502679,United States
6800150,Greenfield,40.083926,-84.552625,United States
6800151,Greenfield,40.10345,-84.591891,Winchester city
6800152,Greenfield,40.063157,-84.484912,United States
6800153,Greenfield,40.062297,-85.095598,United States
6800154,Greenfield,40.095047,-85.061255,United States
6800155,Greenfield,40.180814,-84.503624,United States
6800156,Greenfield,40.171892,-84.503607,United States
6800157,Greenfield,40.14132,-84.534152,United States
6800158,Greenfield,40.104861,-84.482586,United States
6800159,Greenfield,40.093092,-84.490571,United States
6800160,Greenfield,40.143901,-84.510552,United States
6800161,Greenfield,40.144592,-84.511074,United States
6800163,Greenfield,40.15171,-84.523835,United States
6800164,Greenfield,40.123708,-84.49293,Union City city
6800165,Greenfield,40.120842,-84.493823,Union City city
6800166,Greenfield,40.02281,-85.032605,United States
6800167,Greenfield,40.020024,-85.062375,United States
6800168,Greenfield,40.074184,-85.0607,United States
6800169,Greenfield,40.115737,-84.494032,Union City city
6800170,Greenfield,40.080211,-85.042343,United States
6800171,Greenfield,40.034676,-84.583049,United States
6800172,Greenfield,40.03477,-84.571606,United States
6800173,Greenfield,40.034691,-84.540492,United States
6800174,Greenfield,40.09513,-84.530754,United States
6800175,Greenfield,40.002264,-84.531845,United States
6800177,Greenfield,40.093103,-84.511351,United States
6800178,Greenfield,40.084403,-84.502302,United States
6800180,Greenfield,40.065047,-84.500927,United States
6800181,Greenfield,40.062749,-84.503256,United States
6800183,Greenfield,40.035807,-84.505266,United States
6800184,Greenfield,40.011506,-84.523003,United States
6800185,Greenfield,40.025233,-85.103545,United States
6800186,Greenfield,40.015866,-84.514671,United States
6800187,Greenfield,40.020362,-84.560443,United States
6800189,Greenfield,40.004277,-85.104394,United States
6800190,Greenfield,40.004298,-85.0833,United States
6800191,Greenfield,40.001548,-85.065586,United States
6800193,Greenfield,40.001638,-85.044592,United States
6800194,Greenfield,40.001879,-84.580198,United States
6800196,Greenfield,40.013756,-84.562736,United States
6800198,Greenfield,40.013698,-84.575796,United States
6800199,Greenfield,40.013713,-84.580951,United States
6800201,Greenfield,40.013526,-85.040807,United States
6800202,Greenfield,40.010786,-85.063455,United States
6800203,Greenfield,40.01116,-84.561905,United States
6800204,Greenfield,40.01115,-84.573185,United States
6800205,Greenfield,40.011121,-84.575421,United States
6800206,Greenfield,40.011088,-84.584702,United States
6800207,Greenfield,40.010916,-84.58398,United States
6800208,Greenfield,40.015034,-84.581873,United States
6800209,Greenfield,40.021615,-84.575182,United States
6800216,Greenfield,40.141291,-84.510087,United States
6800217,Greenfield,40.082249,-85.071149,United States
6800219,Greenfield,40.034658,-85.022552,United States
6800221,Greenfield,40.095296,-84.572124,United States
6800222,Greenfield,40.093798,-85.101999,United States
6800223,Greenfield,40.085647,-84.551216,United States
6800226,Greenfield,40.164998,-84.564104,United States
6800227,Greenfield,40.141285,-84.551822,United States
6800228,Greenfield,40.095839,-84.584848,Winchester city
6800229,Greenfield,40.100628,-84.584609,Winchester city
6800230,Greenfield,40.101366,-84.584428,Winchester city
6800231,Greenfield,40.101794,-84.584381,Winchester city
6800232,Greenfield,40.102543,-84.584057,Winchester city
6800233,Greenfield,40.103223,-84.583686,Winchester city
6800234,Greenfield,40.104202,-84.583766,Winchester city
6800235,Greenfield,40.095328,-84.585018,Winchester city
6800236,Greenfield,40.110892,-84.585328,Winchester city
6800237,Greenfield,40.114506,-84.494655,Union City city
6800238,Greenfield,40.100764,-85.084795,United States
6800239,Greenfield,40.170233,-85.053404,United States
6800240,Greenfield,40.073875,-84.482855,United States
6800241,Greenfield,40.094241,-85.042318,United States
6800242,Greenfield,40.025485,-84.552191,United States
6800243,Greenfield,40.132075,-84.562486,United States
6800244,Greenfield,40.043929,-84.584949,United States
6800245,Greenfield,40.052231,-84.583486,United States
6800246,Greenfield,40.100777,-84.482447,United States
6800247,Greenfield,40.102489,-84.482402,United States
6800248,Greenfield,40.10521,-84.48233,Union City city
6800249,Greenfield,40.112767,-84.482228,United States
6800250,Greenfield,40.173106,-84.481396,United States
6800251,Greenfield,40.020647,-84.514616,United States
6800252,Greenfield,40.161787,-85.084213,United States
6800253,Greenfield,40.084405,-84.502302,United States
6800254,Greenfield,40.152203,-84.481646,United States
6800255,Greenfield,40.100772,-84.482454,United States
6800256,Greenfield,40.1411,-84.5726,United States
6900001,Seymour,38.563998,-85.102287,United States
6900002,Seymour,38.564711,-85.103053,United States
6900003,Seymour,38.582647,-85.093302,United States
6900004,Seymour,38.583454,-85.145459,United States
6900005,Seymour,38.572174,-85.145951,United States
6900006,Seymour,38.572668,-85.143674,United States
6900007,Seymour,39.00252,-85.114183,United States
6900008,Seymour,39.034018,-85.135437,United States
6900009,Seymour,39.000954,-85.110981,United States
6900010,Seymour,39.023116,-85.094618,United States
6900011,Seymour,39.0148,-85.095301,United States
6900013,Seymour,38.594988,-85.105673,United States
6900014,Seymour,38.594567,-85.10065,United States
6900015,Seymour,38.581849,-85.162245,United States
6900016,Seymour,38.572639,-85.160391,United States
6900017,Seymour,38.563131,-85.162668,United States
6900018,Seymour,38.572534,-85.182072,United States
6900019,Seymour,38.57265,-85.211612,United States
6900020,Seymour,38.581823,-85.210318,United States
6900021,Seymour,38.593401,-85.18208,United States
6900022,Seymour,38.561266,-85.175364,United States
6900023,Seymour,39.024312,-85.170483,United States
6900024,Seymour,39.015135,-85.193166,United States
6900026,Seymour,38.560618,-85.192749,United States
6900027,Seymour,38.55219,-85.210115,United States
6900028,Seymour,38.594916,-85.192776,United States
6900029,Seymour,39.014397,-85.175032,United States
6900030,Seymour,39.000353,-85.213444,United States
6900031,Seymour,38.571757,-85.215435,United States
6900032,Seymour,38.555606,-85.215276,United States
6900033,Seymour,39.040401,-85.141636,Versailles town
6900034,Seymour,39.050956,-85.192337,United States
6900035,Seymour,39.043072,-85.25321,United States
6900036,Seymour,39.041513,-85.185612,United States
6900037,Seymour,39.033766,-85.203972,United States
6900038,Seymour,39.004997,-85.212938,United States
6900039,Seymour,39.050046,-85.095032,United States
6900040,Seymour,39.035342,-85.08399,United States
6900041,Seymour,39.064093,-85.203747,United States
6900042,Seymour,39.073205,-85.202984,United States
6900044,Seymour,39.075974,-85.201849,United States
6900045,Seymour,39.093589,-85.164594,United States
6900046,Seymour,39.083725,-85.160773,United States
6900047,Seymour,39.052155,-85.185527,United States
6900048,Seymour,39.070736,-85.202162,United States
6900050,Seymour,39.102122,-85.150816,United States
6900051,Seymour,39.050269,-85.073003,United States
6900052,Seymour,39.00004,-85.20013,United States
6900053,Seymour,39.101142,-85.202124,United States
6900055,Seymour,39.085255,-85.214375,United States
6900056,Seymour,39.072089,-85.211386,United States
6900057,Seymour,39.083847,-85.241399,United States
6900058,Seymour,39.05505,-85.232569,United States
6900059,Seymour,39.053361,-85.215861,United States
6900060,Seymour,39.051856,-85.231988,United States
6900061,Seymour,39.075786,-85.245554,United States
6900062,Seymour,39.081169,-85.250378,United States
6900063,Seymour,39.07025,-85.244782,United States
6900064,Seymour,39.050704,-85.243645,United States
6900065,Seymour,39.092023,-85.100614,United States
6900066,Seymour,39.055154,-85.100296,United States
6900067,Seymour,39.050964,-85.243536,United States
6900068,Seymour,39.073432,-85.133304,United States
6900069,Seymour,39.085993,-85.131458,United States
6900070,Seymour,39.103637,-85.105827,United States
6900071,Seymour,39.102921,-85.101216,United States
6900073,Seymour,39.121156,-85.075535,United States
6900074,Seymour,39.113242,-85.093865,United States
6900075,Seymour,39.13309,-85.083798,United States
6900077,Seymour,39.161344,-85.122784,United States
6900078,Seymour,39.124244,-85.12213,United States
6900080,Seymour,39.14069,-85.120771,United States
6900081,Seymour,39.143746,-85.082578,United States
6900082,Seymour,39.130739,-85.075554,United States
6900083,Seymour,39.150608,-85.142655,United States
6900084,Seymour,39.133868,-85.143149,United States
6900085,Seymour,39.164573,-85.144841,United States
6900086,Seymour,39.14452,-85.172864,United States
6900087,Seymour,39.144535,-85.174317,United States
6900088,Seymour,39.134058,-85.164943,United States
6900090,Seymour,39.132863,-85.194326,United States
6900091,Seymour,39.145266,-85.192826,United States
6900092,Seymour,39.155377,-85.175552,United States
6900093,Seymour,39.155339,-85.164819,United States
6900094,Seymour,39.105509,-85.15572,United States
6900095,Seymour,39.151886,-85.182003,United States
6900096,Seymour,39.153434,-85.182034,United States
6900097,Seymour,39.155281,-85.145039,United States
6900098,Seymour,39.15527,-85.142858,United States
6900099,Seymour,39.17415,-85.062609,United States
6900100,Seymour,39.175665,-85.061538,United States
6900101,Seymour,39.17033,-85.072242,United States
6900102,Seymour,39.15576,-85.043298,United States
6900103,Seymour,39.170992,-85.054025,United States
6900104,Seymour,39.174423,-85.055826,United States
6900105,Seymour,39.123715,-85.232166,United States
6900106,Seymour,39.122002,-85.245593,United States
6900107,Seymour,39.113343,-85.251342,United States
6900108,Seymour,39.092678,-85.244716,United States
6900109,Seymour,39.112407,-85.260797,United States
6900110,Seymour,39.112152,-85.242439,United States
6900111,Seymour,39.073331,-85.221432,United States
6900112,Seymour,39.074742,-85.244747,United States
6900113,Seymour,39.063776,-85.25268,United States
6900114,Seymour,39.10116,-85.210889,United States
6900115,Seymour,39.061163,-85.25561,United States
6900116,Seymour,38.563394,-85.211205,United States
6900127,Seymour,38.575872,-85.083781,United States
6900128,Seymour,39.01457,-85.172397,United States
6900129,Seymour,38.563394,-85.214045,United States
6900130,Seymour,39.024322,-85.15209,United States
6900131,Seymour,39.101524,-85.144031,United States
6900133,Seymour,39.09518,-85.262629,United States
6900134,Seymour,39.0958,-85.261179,United States
6900135,Seymour,39.171075,-85.144835,United States
6900136,Seymour,39.122214,-85.195309,Napoleon town
6900137,Seymour,39.055932,-85.093049,United States
6900138,Seymour,39.163824,-85.130151,United States
6900139,Seymour,39.094583,-85.223085,United States
6900140,Seymour,39.081928,-85.1515,United States
6900141,Seymour,38.593739,-85.142331,United States
6900142,Seymour,39.110776,-85.113017,United States
6900143,Seymour,39.182365,-85.071193,United States
6900144,Seymour,39.172274,-85.053525,United States
6900147,Seymour,39.041189,-85.200405,United States
6900148,Seymour,39.165052,-85.064658,United States
6900149,Seymour,39.165066,-85.062194,United States
6900150,Seymour,39.055906,-85.160498,United States
6900151,Seymour,39.084956,-85.261643,United States
6900152,Seymour,39.103785,-85.111203,United States
6900153,Seymour,39.021799,-85.200726,United States
6900154,Seymour,39.05186,-85.231991,United States
6900155,Seymour,39.085262,-85.232392,United States
6900156,Seymour,39.132014,-85.052031,Sunman town
6900157,Seymour,39.110499,-85.094618,United States
6900158,Seymour,39.110776,-85.113016,United States
6900159,Seymour,38.581848,-85.162245,United States
6900160,Seymour,39.155375,-85.175551,United States
6900161,Seymour,39.000353,-85.213444,United States
6900162,Seymour,39.101142,-85.202124,Osgood town
7000001,Greenfield,39.461603,-85.365141,United States
7000002,Greenfield,39.452365,-85.365171,United States
7000003,Greenfield,39.452372,-85.373904,United States
7000004,Greenfield,39.461614,-85.364916,United States
7000005,Greenfield,39.423067,-85.365745,United States
7000006,Greenfield,39.4339,-85.374695,United States
7000007,Greenfield,39.434026,-85.345938,United States
7000008,Greenfield,39.452542,-85.342084,United States
7000009,Greenfield,39.462377,-85.334423,United States
7000010,Greenfield,39.443527,-85.343318,United States
7000011,Greenfield,39.454421,-85.324554,United States
7000012,Greenfield,39.453373,-85.312025,United States
7000013,Greenfield,39.415626,-85.305545,United States
7000014,Greenfield,39.431106,-85.291474,United States
7000015,Greenfield,39.43233,-85.291929,United States
7000016,Greenfield,39.451382,-85.303804,United States
7000017,Greenfield,39.42234,-85.300769,United States
7000018,Greenfield,39.452624,-85.295811,United States
7000019,Greenfield,39.451883,-85.301272,United States
7000020,Greenfield,39.425105,-85.282678,United States
7000021,Greenfield,39.454993,-85.293116,United States
7000022,Greenfield,39.422221,-85.272163,United States
7000023,Greenfield,39.422534,-85.272701,United States
7000024,Greenfield,39.462237,-85.231677,United States
7000025,Greenfield,39.462417,-85.213375,United States
7000026,Greenfield,39.452988,-85.230587,United States
7000027,Greenfield,39.45292,-85.245702,United States
7000028,Greenfield,39.443696,-85.270018,United States
7000029,Greenfield,39.443685,-85.244697,United States
7000030,Greenfield,39.44375,-85.231408,United States
7000031,Greenfield,39.443725,-85.221912,United States
7000032,Greenfield,39.431801,-85.270675,United States
7000033,Greenfield,39.443764,-85.220155,United States
7000034,Greenfield,39.415996,-85.234993,United States
7000035,Greenfield,39.434501,-85.23226,United States
7000036,Greenfield,39.43449,-85.222154,United States
7000038,Greenfield,39.422682,-85.220028,United States
7000039,Greenfield,39.430545,-85.215528,United States
7000041,Greenfield,39.442339,-85.24573,United States
7000042,Greenfield,39.434627,-85.232136,United States
7000043,Greenfield,39.433245,-85.221437,United States
7000045,Greenfield,39.462352,-85.202951,United States
7000046,Greenfield,39.462327,-85.192343,United States
7000047,Greenfield,39.45311,-85.202399,United States
7000048,Greenfield,39.443883,-85.202168,United States
7000049,Greenfield,39.443916,-85.184228,United States
7000050,Greenfield,39.43467,-85.1931,United States
7000051,Greenfield,39.434656,-85.202393,United States
7000052,Greenfield,39.434548,-85.215342,United States
7000053,Greenfield,39.420598,-85.21251,United States
7000054,Greenfield,39.425252,-85.234267,United States
7000055,Greenfield,39.415564,-85.211949,United States
7000056,Greenfield,39.414783,-85.211933,United States
7000058,Greenfield,39.443912,-85.180479,United States
7000059,Greenfield,39.460451,-85.180528,United States
7000060,Greenfield,39.463328,-85.191359,United States
7000061,Greenfield,39.440229,-85.191307,United States
7000062,Greenfield,39.433058,-85.191277,United States
7000063,Greenfield,39.454928,-85.210933,United States
7000064,Greenfield,39.453384,-85.202168,United States
7000065,Greenfield,39.421721,-85.202091,United States
7000066,Greenfield,39.42544,-85.201179,United States
7000067,Greenfield,39.425432,-85.205093,United States
7000069,Greenfield,39.385514,-85.202923,United States
7000070,Greenfield,39.385525,-85.201278,United States
7000071,Greenfield,39.385546,-85.193598,United States
7000072,Greenfield,39.380337,-85.185319,United States
7000073,Greenfield,39.37583,-85.201767,United States
7000074,Greenfield,39.381234,-85.201783,United States
7000075,Greenfield,39.401157,-85.220058,United States
7000076,Greenfield,39.413577,-85.221484,United States
7000077,Greenfield,39.413332,-85.221303,United States
7000078,Greenfield,39.410478,-85.234789,United States
7000082,Greenfield,39.410618,-85.201141,United States
7000083,Greenfield,39.38321,-85.223991,United States
7000084,Greenfield,39.380053,-85.245919,United States
7000085,Greenfield,39.40241,-85.240399,United States
7000086,Greenfield,39.382461,-85.234916,United States
7000087,Greenfield,39.394306,-85.235863,United States
7000088,Greenfield,39.383397,-85.253281,United States
7000089,Greenfield,39.40241,-85.24041,United States
7000090,Greenfield,39.391944,-85.243423,United States
7000091,Greenfield,39.395191,-85.27494,United States
7000092,Greenfield,39.393056,-85.291485,United States
7000093,Greenfield,39.384981,-85.310262,United States
7000095,Greenfield,39.401103,-85.315258,United States
7000097,Greenfield,39.411309,-85.311388,United States
7000098,Greenfield,39.402042,-85.311278,United States
7000099,Greenfield,39.401711,-85.325465,United States
7000100,Greenfield,39.395875,-85.324024,United States
7000101,Greenfield,39.393751,-85.322197,United States
7000102,Greenfield,39.391714,-85.304557,United States
7000103,Greenfield,39.373274,-85.283425,United States
7000104,Greenfield,39.391706,-85.341516,United States
7000105,Greenfield,39.410198,-85.312443,United States
7000106,Greenfield,39.400912,-85.315714,United States
7000108,Greenfield,39.400973,-85.355889,United States
7000109,Greenfield,39.413278,-85.343482,United States
7000110,Greenfield,39.381187,-85.343386,United States
7000111,Greenfield,39.364025,-85.374401,United States
7000112,Greenfield,39.363964,-85.342153,United States
7000113,Greenfield,39.364813,-85.364987,United States
7000114,Greenfield,39.373238,-85.363262,United States
7000115,Greenfield,39.382468,-85.363993,United States
7000116,Greenfield,39.394997,-85.331185,United States
7000117,Greenfield,39.365861,-85.340324,United States
7000118,Greenfield,39.370595,-85.335579,United States
7000119,Greenfield,39.365994,-85.322024,United States
7000120,Greenfield,39.343637,-85.37022,United States
7000121,Greenfield,39.355449,-85.345501,United States
7000122,Greenfield,39.352515,-85.331006,United States
7000123,Greenfield,39.345909,-85.344636,United States
7000124,Greenfield,39.361278,-85.344724,United States
7000125,Greenfield,39.351774,-85.332182,United States
7000126,Greenfield,39.325413,-85.294055,United States
7000127,Greenfield,39.330904,-85.284765,United States
7000128,Greenfield,39.332264,-85.335423,United States
7000129,Greenfield,39.332485,-85.344504,United States
7000130,Greenfield,39.330054,-85.353629,United States
7000131,Greenfield,39.323314,-85.364339,United States
7000132,Greenfield,39.310217,-85.314981,United States
7000133,Greenfield,39.333989,-85.290119,United States
7000134,Greenfield,39.315315,-85.310954,United States
7000135,Greenfield,39.324668,-85.330726,United States
7000136,Greenfield,39.32195,-85.373478,United States
7000137,Greenfield,39.330911,-85.263804,United States
7000139,Greenfield,39.312906,-85.253454,United States
7000140,Greenfield,39.325226,-85.21318,United States
7000141,Greenfield,39.325154,-85.223618,United States
7000142,Greenfield,39.324945,-85.234712,United States
7000143,Greenfield,39.322389,-85.23586,United States
7000144,Greenfield,39.325398,-85.223807,United States
7000145,Greenfield,39.331256,-85.223824,United States
7000146,Greenfield,39.3246,-85.212925,United States
7000147,Greenfield,39.33292,-85.212957,United States
7000148,Greenfield,39.345419,-85.213007,United States
7000149,Greenfield,39.340196,-85.175479,United States
7000150,Greenfield,39.341117,-85.222712,United States
7000151,Greenfield,39.330821,-85.201083,United States
7000152,Greenfield,39.34098,-85.201193,United States
7000153,Greenfield,39.350719,-85.201281,United States
7000154,Greenfield,39.350488,-85.211971,United States
7000155,Greenfield,39.331894,-85.211175,United States
7000156,Greenfield,39.30319,-85.212903,United States
7000157,Greenfield,39.315138,-85.263651,United States
7000158,Greenfield,39.283072,-85.19012,United States
7000159,Greenfield,39.301922,-85.190266,United States
7000160,Greenfield,39.285783,-85.243434,United States
7000161,Greenfield,39.280458,-85.251609,United States
7000162,Greenfield,39.27153,-85.263008,United States
7000163,Greenfield,39.300342,-85.26334,United States
7000164,Greenfield,39.305846,-85.263456,United States
7000165,Greenfield,39.301703,-85.223736,United States
7000166,Greenfield,39.29204,-85.23432,United States
7000167,Greenfield,39.313842,-85.252817,United States
7000168,Greenfield,39.312201,-85.234624,United States
7000169,Greenfield,39.30292,-85.252702,United States
7000170,Greenfield,39.271109,-85.22528,United States
7000171,Greenfield,39.271163,-85.264131,United States
7000172,Greenfield,39.301055,-85.275292,United States
7000173,Greenfield,39.301004,-85.280063,United States
7000174,Greenfield,39.294283,-85.27355,United States
7000175,Greenfield,39.274464,-85.292091,United States
7000176,Greenfield,39.290575,-85.331745,United States
7000177,Greenfield,39.273553,-85.325542,United States
7000178,Greenfield,39.280275,-85.311888,United States
7000179,Greenfield,39.28583,-85.362853,United States
7000180,Greenfield,39.285858,-85.354096,United States
7000181,Greenfield,39.285592,-85.311564,United States
7000182,Greenfield,39.273881,-85.360326,United States
7000183,Greenfield,39.293257,-85.360642,United States
7000184,Greenfield,39.273024,-85.322807,United States
7000185,Greenfield,39.340376,-85.212969,United States
7000186,Greenfield,39.294794,-85.345863,United States
7000187,Greenfield,39.395141,-85.224057,United States
7000188,Greenfield,39.362203,-85.273861,Rushville city
7000189,Greenfield,39.313605,-85.175317,United States
7000190,Greenfield,39.453118,-85.183379,United States
7000191,Greenfield,39.440874,-85.341214,Carthage town
7000192,Greenfield,39.440863,-85.341628,Carthage town
7000193,Greenfield,39.441158,-85.342169,Carthage town
7000194,Greenfield,39.441518,-85.342417,Carthage town
7000195,Greenfield,39.441057,-85.342101,Carthage town
7000197,Greenfield,39.382501,-85.213174,United States
7000198,Greenfield,39.370664,-85.265969,Rushville city
7000199,Greenfield,39.443253,-85.325386,United States
7000207,Greenfield,39.383444,-85.213174,United States
7000208,Greenfield,39.410198,-85.312454,United States
7000209,Greenfield,39.391696,-85.363532,United States
7000210,Greenfield,39.321612,-85.345103,United States
7000211,Greenfield,39.433886,-85.371201,United States
7000212,Greenfield,39.401045,-85.265969,United States
7000215,Greenfield,39.324816,-85.260475,United States
7000216,Greenfield,39.384657,-85.314574,United States
7000217,Greenfield,39.331703,-85.302975,United States
7000218,Greenfield,39.454421,-85.324554,United States
7000219,Greenfield,39.410197,-85.312443,United States
7000220,Greenfield,39.332484,-85.344504,United States
7000221,Greenfield,39.331256,-85.223824,United States
7000222,Greenfield,39.325399,-85.223807,United States
7000223,Greenfield,39.321612,-85.345103,United States
7100001,LaPorte,41.281891,-86.291298,Walkerton town
7100002,LaPorte,41.413581,-86.154699,Tampa city
7100004,LaPorte,41.342719,-86.03375,United States
7100005,LaPorte,41.300248,-86.033451,United States
7100006,LaPorte,41.444088,-86.162103,Tampa city
7100007,LaPorte,41.34312,-86.04477,United States
7100008,LaPorte,41.29568,-86.04446,United States
7100010,LaPorte,41.402402,-86.063438,Mishawaka city
7100011,LaPorte,41.394399,-86.102468,Mishawaka city
7100012,LaPorte,41.360824,-86.055903,United States
7100014,LaPorte,41.302092,-86.055412,United States
7100015,LaPorte,41.432302,-86.160202,Tampa city
7100016,LaPorte,41.362038,-86.26297,United States
7100018,LaPorte,41.434822,-86.25082,United States
7100020,LaPorte,41.305789,-86.070451,United States
7100021,LaPorte,41.300562,-86.07044,United States
7100022,LaPorte,41.373169,-86.054071,United States
7100024,LaPorte,41.411169,-86.24158,United States
7100025,LaPorte,41.295752,-86.08132,United States
7100026,LaPorte,41.344249,-86.081639,United States
7100027,LaPorte,41.3945,-86.035022,United States
7100029,LaPorte,41.390061,-86.245071,United States
7100030,LaPorte,41.39063,-86.064998,Mishawaka city
7100032,LaPorte,41.380859,-86.250348,United States
