NBI Number,INDOT District,Lattitude,Longitude,Place (Decoded)
10,Seymour,39.073,-84.5112,Greendale city
20,Seymour,39.0918,-84.5242,United States
21,Vincennes,38.115503,-87.550469,United States
22,Vincennes,38.115172,-87.550306,Griffin town
23,Vincennes,38.114834,-87.550275,United States
30,Seymour,39.1142,-84.543,United States
40,Seymour,39.1218,-84.5542,United States
50,Seymour,39.1648,-84.5742,St. Leon town
70,Seymour,39.2136,-84.5718,United States
80,Seymour,39.2636,-85.013,United States
90,Seymour,39.2654,-85.0154,United States
100,Seymour,39.3054,-85.0442,United States
110,Seymour,39.31,-85.0448,United States
120,Greenfield,39.3454,-85.0606,United States
130,Greenfield,39.37,-85.0748,United States
140,Greenfield,39.3824,-85.0754,Connersville city
160,Greenfield,39.4118,-85.0818,Connersville city
165,Greenfield,39.4236,-85.0818,United States
180,Greenfield,39.44,-85.0818,United States
190,Greenfield,39.4806,-85.0918,United States
210,Greenfield,39.5112,-85.0842,United States
225,Greenfield,39.5854,-85.0836,United States
230,Greenfield,39.593,-85.0842,United States
250,Greenfield,40.0642,-85.0742,United States
260,Greenfield,40.0824,-85.0742,United States
270,Greenfield,40.1018,-85.0742,United States
280,Greenfield,40.132322,-85.08498,United States
290,Greenfield,40.1512,-85.0854,United States
300,Greenfield,40.1654,-85.0854,United States
305,Greenfield,40.1712,-85.09,United States
310,Greenfield,40.2018,-85.09,United States
320,Greenfield,40.2048,-85.09,Redkey town
330,Greenfield,40.2424,-85.09,United States
335,Greenfield,40.2542,-85.0906,United States
340,Greenfield,40.2806,-85.0906,United States
350,Greenfield,40.2912,-85.0906,United States
360,Greenfield,40.3054,-85.09,United States
370,Fort Wayne,40.3724,-85.0906,United States
375,Fort Wayne,40.425422,-85.100625,United States
380,Fort Wayne,40.4436,-85.1018,Bellevue city
390,Fort Wayne,40.5224,-85.1,Ossian town
400,Fort Wayne,40.5618,-85.1006,United States
425,Fort Wayne,40.5718,-85.1006,United States
435,Fort Wayne,41.1048,-85.0612,United States
437,Fort Wayne,41.104508,-85.052734,United States
440,Fort Wayne,41.113,-85.0348,United States
450,Fort Wayne,41.1212,-85.0142,United States
460,Fort Wayne,41.1342,-85.0036,United States
470,Fort Wayne,41.1524,-84.5712,United States
480,Fort Wayne,41.19,-84.5336,St. Joe town
490,Fort Wayne,41.2124,-84.5318,United States
500,Fort Wayne,41.233,-84.5212,United States
510,Fort Wayne,41.2618,-84.5218,Butler city
513,Fort Wayne,41.32,-84.5442,
515,Seymour,39.21,-84.5706,United States
516,Seymour,39.2112,-84.5636,United States
517,Seymour,39.2048,-84.5712,United States
520,LaPorte,41.1424,-87.3018,United States
530,LaPorte,41.15,-87.2842,United States
550,LaPorte,41.1724,-87.2718,United States
560,LaPorte,41.173,-87.2524,Lowell town
570,LaPorte,41.1724,-87.22,United States
572,LaPorte,41.172229,-87.212932,United States
575,LaPorte,41.1724,-87.1848,United States
578,LaPorte,41.172159,-87.170217,United States
580,LaPorte,41.1724,-87.1454,United States
600,LaPorte,41.2406,-87.0936,United States
610,LaPorte,41.2524,-87.0724,United States
620,LaPorte,41.2706,-87.0424,United States
625,LaPorte,41.273,-87.0354,
630,LaPorte,41.2912,-86.5918,United States
635,LaPorte,41.2942,-86.5824,United States
640,LaPorte,41.3106,-86.5712,United States
650,LaPorte,41.3154,-86.5554,United States
670,LaPorte,41.4024,-86.2418,United States
700,Seymour,38.2706,-85.4012,Charlestown city
710,Seymour,38.3818,-85.4136,United States
720,Seymour,38.4048,-85.413,United States
721,Seymour,38.404825,-85.412945,United States
730,Seymour,38.4106,-85.413,United States
731,Seymour,38.410017,-85.412967,United States
740,Seymour,38.4836,-85.3854,United States
750,Seymour,38.4936,-85.383,United States
760,Seymour,38.5736,-85.3606,United States
765,Seymour,38.59,-85.3624,United States
770,Seymour,39.0454,-85.3836,United States
780,Seymour,39.0706,-85.383,United States
790,Seymour,39.1012,-85.353,United States
795,Seymour,39.2018,-85.3054,United States
796,Seymour,39.2018,-85.3054,United States
800,Seymour,39.2148,-85.2848,United States
810,Seymour,39.2236,-85.2848,United States
820,Seymour,39.253,-85.2848,United States
826,Greenfield,39.2706,-85.2848,United States
830,Greenfield,39.2836,-85.2848,United States
834,Greenfield,39.2948,-85.283,United States
840,Greenfield,39.3324,-85.2742,United States
844,Greenfield,39.3729,-85.2641,Rushville city
850,Greenfield,39.4406,-85.2636,United States
860,Greenfield,39.473,-85.2654,United States
870,Greenfield,39.4806,-85.2648,United States
880,Greenfield,39.4812,-85.2648,United States
895,Greenfield,39.5606,-85.23,New Castle city
910,Greenfield,39.5618,-85.2306,New Castle city
920,Greenfield,39.5824,-85.2306,United States
930,Greenfield,39.5824,-85.2312,United States
940,Greenfield,40.0436,-85.2218,United States
945,Greenfield,40.0436,-85.2218,United States
950,Greenfield,40.073,-85.2218,United States
955,Greenfield,40.073,-85.2218,United States
960,Greenfield,40.0942,-85.2112,Muncie city
970,Greenfield,40.0942,-85.2118,Muncie city
980,Greenfield,40.1,-85.2106,Muncie city
990,Greenfield,40.1,-85.2112,Muncie city
1000,Greenfield,40.1012,-85.2042,Muncie city
1010,Greenfield,40.1024,-85.203,Muncie city
1020,Greenfield,40.1024,-85.203,Muncie city
1030,Greenfield,40.1042,-85.2012,Muncie city
1040,Greenfield,40.1042,-85.2012,Muncie city
1050,Greenfield,40.11,-85.2012,Muncie city
1060,Greenfield,40.11,-85.2012,Muncie city
1070,Greenfield,40.113,-85.2012,Muncie city
1080,Greenfield,40.113,-85.2012,Muncie city
1090,Greenfield,40.1136,-85.2012,Muncie city
1100,Greenfield,40.1136,-85.2012,Muncie city
1110,Greenfield,40.1248,-85.2018,Muncie city
1120,Greenfield,40.1248,-85.2018,Muncie city
1130,Greenfield,40.1354,-85.2054,Muncie city
1140,Greenfield,40.1354,-85.21,Muncie city
1150,Greenfield,40.1424,-85.2124,Muncie city
1160,Greenfield,40.1424,-85.213,Muncie city
1170,Greenfield,40.1442,-85.22,Muncie city
1180,Greenfield,40.1442,-85.22,Muncie city
1190,Greenfield,40.203,-85.2212,United States
1200,Greenfield,40.2554,-85.2218,United States
1210,Fort Wayne,40.263,-85.2218,Hartford City city
1220,Fort Wayne,40.3312,-85.2218,United States
1230,Fort Wayne,40.3518,-85.2218,United States
1240,Fort Wayne,40.3812,-85.2224,United States
1250,Fort Wayne,40.4748,-85.213,United States
1260,Fort Wayne,40.4912,-85.2036,United States
1270,Fort Wayne,40.493,-85.2024,Markle town
1280,Fort Wayne,41.0748,-85.093,Fort Wayne city
1290,Fort Wayne,41.0748,-85.093,Fort Wayne city
1300,Fort Wayne,41.1418,-85.1006,United States
1310,Fort Wayne,41.1418,-85.1006,United States
1320,Fort Wayne,41.1442,-85.1006,United States
1330,Fort Wayne,41.1442,-85.1006,United States
1342,Fort Wayne,41.163,-85.11,United States
1343,Fort Wayne,41.163,-85.11,United States
1346,Fort Wayne,41.2124,-85.1318,United States
1347,Fort Wayne,41.2124,-85.1318,United States
1359,Fort Wayne,41.2642,-85.1706,Kendallville city
1360,Fort Wayne,41.2642,-85.1706,Kendallville city
1370,Fort Wayne,41.2706,-85.17,Kendallville city
1380,Fort Wayne,41.3054,-85.163,United States
1400,Fort Wayne,41.4106,-85.1648,United States
1410,Fort Wayne,41.4106,-85.1648,United States
1420,LaPorte,41.3418,-86.343,United States
1430,LaPorte,41.3412,-86.3348,United States
1440,LaPorte,41.34,-86.3254,United States
1450,LaPorte,41.3306,-86.3042,United States
1460,LaPorte,41.3242,-86.2954,United States
1470,LaPorte,41.3206,-86.2712,United States
1473,LaPorte,41.320737,-86.151392,United States
1477,LaPorte,41.320722,-86.144874,United States
1480,Fort Wayne,41.3518,-85.4936,Goshen city
1490,Fort Wayne,41.3536,-85.4642,United States
1495,Fort Wayne,41.3554,-85.4606,United States
1500,Fort Wayne,41.3142,-85.0324,Ashley town
1502,Fort Wayne,40.3006,-85.3012,United States
1503,Fort Wayne,40.3306,-85.3018,United States
1504,Fort Wayne,40.3342,-85.3018,United States
1506,Fort Wayne,40.36,-85.3018,United States
1507,Fort Wayne,40.363,-85.3018,United States
1509,Fort Wayne,40.3854,-85.3024,United States
1510,Fort Wayne,40.4648,-85.2724,United States
1515,Fort Wayne,40.491618,-85.275517,United States
1520,Fort Wayne,40.5048,-85.2812,United States
1530,Fort Wayne,40.5512,-85.3206,United States
1533,Fort Wayne,40.59,-85.3406,United States
1540,Fort Wayne,41.05,-85.3742,South Whitley town
1550,Fort Wayne,41.0548,-85.3742,United States
1560,Fort Wayne,41.1424,-85.373,United States
1570,Fort Wayne,41.2154,-85.3824,Indian Village town
1580,Fort Wayne,41.2454,-85.3606,United States
1590,Fort Wayne,41.2806,-85.3518,Ligonier city
1610,Fort Wayne,41.3706,-85.3448,United States
1620,LaPorte,41.3306,-87.0718,United States
1624,LaPorte,41.33,-87.0248,United States
1626,LaPorte,41.3306,-87.0248,United States
1630,LaPorte,41.3306,-87.0036,United States
1640,LaPorte,41.3306,-87.0024,United States
1650,LaPorte,41.3106,-86.4736,United States
1660,LaPorte,41.31,-86.4154,United States
1670,LaPorte,41.3048,-86.4136,United States
1680,LaPorte,41.293,-86.4112,United States
1681,LaPorte,41.292573,-86.41105,Kingsford Heights town
1690,LaPorte,41.2836,-86.3942,United States
1700,LaPorte,41.2842,-86.3618,United States
1710,LaPorte,41.2706,-86.2736,United States
1715,LaPorte,41.265518,-86.214496,United States
1720,LaPorte,41.27,-86.1254,United States
1724,LaPorte,41.2706,-86.1218,United States
1726,LaPorte,41.2718,-86.1206,United States
1730,LaPorte,41.2742,-86.1042,United States
1735,LaPorte,41.2742,-86.0924,Bremen town
1738,LaPorte,41.27,-86.1218,United States
1739,LaPorte,41.2648,-86.1024,Bremen town
1740,LaPorte,41.2654,-86.0818,Bremen town
1755,LaPorte,41.271969,-86.080139,Bremen town
1760,Fort Wayne,41.2636,-85.5806,Nappanee city
1770,Fort Wayne,41.2648,-85.5506,United States
1771,Fort Wayne,41.264531,-85.550647,United States
1780,Fort Wayne,41.27,-85.5154,United States
1790,Fort Wayne,41.2706,-85.4248,United States
1800,Fort Wayne,41.273,-85.3124,United States
1810,Fort Wayne,41.2712,-85.2418,United States
1840,Fort Wayne,41.2712,-85.1706,Kendallville city
1850,Fort Wayne,41.2624,-85.0318,United States
1860,Fort Wayne,41.2606,-85.0048,Waterloo town
1870,Fort Wayne,41.2554,-84.5954,United States
1875,Fort Wayne,41.2548,-84.5406,United States
1880,Fort Wayne,41.2554,-84.5112,United States
1890,Seymour,38.443,-85.2342,Madison city
1900,Seymour,38.4612,-85.2448,Madison city
1910,Seymour,38.4718,-85.2554,Madison city
1920,Seymour,38.4836,-85.2712,United States
1930,Seymour,38.4912,-85.28,United States
1940,Seymour,38.503,-85.293,United States
1950,Seymour,38.5136,-85.3112,United States
1960,Seymour,38.5324,-85.3112,Dupont town
1970,Seymour,38.5548,-85.3348,United States
1990,Seymour,39.0024,-85.3754,North Vernon city
2000,Seymour,39.0248,-85.4036,United States
2010,Seymour,39.0518,-85.433,United States
2020,Seymour,39.06,-85.4418,United States
2030,Seymour,39.073,-85.46,United States
2040,Seymour,39.0906,-85.4854,United States
2041,Seymour,39.090461,-85.484962,United States
2050,Seymour,39.1,-85.5024,United States
2060,Seymour,39.1006,-85.5036,United States
2070,Seymour,39.1112,-85.523,United States
2080,Seymour,39.1148,-85.5406,Columbus city
2110,LaPorte,41.1906,-87.1124,Hebron town
2120,LaPorte,41.1906,-87.063,United States
2130,LaPorte,41.1912,-87.05,United States
2140,LaPorte,41.1912,-87.0442,United States
2150,LaPorte,41.1906,-86.5924,United States
2160,LaPorte,41.1906,-86.5554,United States
2170,LaPorte,41.1906,-86.5348,La Crosse town
2180,LaPorte,41.1906,-86.5112,United States
2190,LaPorte,41.1906,-86.51,United States
2200,LaPorte,41.1906,-86.4818,United States
2210,LaPorte,41.1906,-86.4636,United States
2220,LaPorte,41.1906,-86.4524,United States
2230,LaPorte,41.1906,-86.4448,United States
2240,LaPorte,41.1718,-86.3306,United States
2250,Fort Wayne,41.2348,-85.2312,United States
2260,Fort Wayne,41.2348,-85.2212,United States
2270,Fort Wayne,41.22,-85.1006,United States
2280,Fort Wayne,41.22,-85.0606,United States
2290,Fort Wayne,41.2206,-85.0524,United States
2300,Fort Wayne,41.2206,-85.0312,Athens city
2310,Fort Wayne,41.213,-84.5336,United States
2320,Fort Wayne,41.2124,-84.52,United States
2322,Fort Wayne,41.2112,-84.513,United States
2330,Fort Wayne,41.2054,-84.5042,United States
2340,Seymour,39.1024,-85.493,United States
2350,Seymour,39.1148,-85.4624,United States
2360,Seymour,39.1306,-85.4624,United States
2370,Seymour,39.1354,-85.4624,United States
2380,Seymour,39.1406,-85.4624,United States
2390,Seymour,39.1836,-85.4618,United States
2400,Seymour,39.1854,-85.4618,United States
2410,Greenfield,39.2342,-85.453,United States
2411,Greenfield,39.233887,-85.452615,United States
2420,Greenfield,39.253,-85.4506,United States
2430,Greenfield,39.2718,-85.4536,United States
2435,Greenfield,39.3012,-85.4618,Shelbyville city
2440,Greenfield,39.3148,-85.4642,Shelbyville city
2450,Greenfield,39.3306,-85.4636,Shelbyville city
2460,Greenfield,39.3724,-85.4606,United States
2470,Greenfield,39.4112,-85.463,United States
2476,Greenfield,39.4542,-85.4554,United States
2480,Greenfield,39.4918,-85.4612,United States
2490,Greenfield,39.543,-85.4618,United States
2500,Greenfield,39.5724,-85.4548,United States
2510,Greenfield,40.0612,-85.3912,Anderson city
2520,Greenfield,40.0818,-85.3948,Anderson city
2530,Greenfield,40.15,-85.4018,Alexandria city
2540,Greenfield,40.1542,-85.4018,Alexandria city
2550,Greenfield,40.1818,-85.4024,United States
2560,Greenfield,40.1912,-85.4018,United States
2570,Fort Wayne,40.2918,-85.4024,Marion city
2580,Fort Wayne,40.3006,-85.4012,Marion city
2590,Fort Wayne,40.3242,-85.403,Marion city
2600,Fort Wayne,40.3324,-85.4036,Marion city
2610,Fort Wayne,40.3506,-85.3942,Marion city
2620,Fort Wayne,40.3536,-85.3912,Marion city
2630,Fort Wayne,40.4354,-85.3424,United States
2640,Fort Wayne,40.45,-85.3424,United States
2650,Fort Wayne,40.45,-85.3424,United States
2660,Fort Wayne,40.463,-85.3406,United States
2670,Fort Wayne,40.463,-85.3406,United States
2680,Fort Wayne,40.5036,-85.3142,United States
2690,Fort Wayne,40.5036,-85.3142,United States
2700,Fort Wayne,40.5206,-85.3206,United States
2710,Fort Wayne,40.5206,-85.3206,United States
2720,Fort Wayne,40.5236,-85.32,United States
2730,Fort Wayne,40.5418,-85.2854,United States
2740,Fort Wayne,41.0324,-85.2818,United States
2750,Fort Wayne,41.0524,-85.2818,United States
2760,Fort Wayne,41.0654,-85.2818,United States
2770,Fort Wayne,41.0736,-85.2854,United States
2780,Fort Wayne,41.0912,-85.2918,Columbia City city
2790,Fort Wayne,41.1042,-85.2836,United States
2800,Fort Wayne,41.1506,-85.2748,United States
2810,Fort Wayne,41.2,-85.2524,United States
2820,Fort Wayne,41.2242,-85.253,United States
2840,Fort Wayne,41.2954,-85.2236,Rome City town
2850,Fort Wayne,41.3018,-85.2218,United States
2860,Fort Wayne,41.4306,-85.2536,United States
2870,Fort Wayne,41.45,-85.2536,United States
2880,LaPorte,41.0912,-87.3048,United States
2890,LaPorte,41.0842,-87.2748,United States
2900,LaPorte,41.0842,-87.2436,United States
2910,LaPorte,41.0842,-87.16,United States
2920,LaPorte,41.1118,-87.0742,United States
2930,LaPorte,41.1118,-87.0406,United States
2940,LaPorte,41.1118,-87.0218,Wheatfield town
2960,LaPorte,41.13,-86.4418,United States
2970,LaPorte,41.1336,-86.2654,United States
2980,LaPorte,41.1418,-86.183,United States
2990,LaPorte,41.1418,-86.17,United States
3000,LaPorte,41.1418,-86.1012,United States
3010,LaPorte,41.1442,-86.0942,United States
3020,LaPorte,41.1448,-86.0618,United States
3030,Seymour,38.0106,-86.11,United States
3050,Seymour,38.0712,-85.583,Elizabeth town
3060,Seymour,38.0742,-85.5742,United States
3070,Seymour,38.0748,-85.5724,United States
3080,Seymour,38.0812,-85.57,United States
3081,Seymour,39.1012,-85.5548,Columbus city
3086,LaPorte,41.4136,-87.3054,Hammond city
3100,LaPorte,41.3854,-87.2854,East Chicago city
3110,LaPorte,41.3824,-87.2818,East Chicago city
3120,LaPorte,41.3824,-87.2742,East Chicago city
3130,LaPorte,41.3824,-87.273,East Chicago city
3210,LaPorte,41.36,-87.1542,Fresno city
3211,LaPorte,41.355662,-87.153779,Fresno city
3220,LaPorte,41.36,-87.1536,Fresno city
3221,LaPorte,41.360004,-87.153235,Fresno city
3230,LaPorte,41.3706,-87.1036,Portage city
3240,LaPorte,41.3712,-87.1036,Portage city
3245,LaPorte,41.3718,-87.0924,Bonners Ferry city
3250,LaPorte,41.3718,-87.0718,Bonners Ferry city
3260,LaPorte,41.3718,-87.0718,Bonners Ferry city
3270,LaPorte,41.4318,-86.5348,Michigan City city
3300,Greenfield,39.5724,-85.5042,United States
3310,Greenfield,39.58,-85.5036,United States
3320,Greenfield,40.0142,-85.5036,United States
3330,Greenfield,40.0418,-85.5124,United States
3335,Greenfield,40.0736,-85.5154,United States
3337,Greenfield,39.5954,-85.5036,United States
3340,Greenfield,40.0836,-85.5148,United States
3350,Greenfield,40.0924,-85.5148,United States
3355,Greenfield,40.1118,-85.5148,United States
3360,Greenfield,40.1506,-85.5036,El Dorado city
3370,Greenfield,40.17,-85.5036,El Dorado city
3380,Greenfield,40.233,-85.5036,United States
3390,Greenfield,40.24,-85.5036,United States
3400,Fort Wayne,40.2624,-85.493,United States
3403,Fort Wayne,40.273784,-85.492988,United States
3410,Fort Wayne,40.3348,-85.4936,United States
3420,Fort Wayne,40.4042,-85.4942,United States
3430,Fort Wayne,40.5318,-85.4736,United States
3440,Fort Wayne,40.56,-85.4736,United States
3450,Fort Wayne,40.5754,-85.4742,United States
3460,Fort Wayne,40.593,-85.4742,United States
3470,Fort Wayne,41.0136,-85.4512,United States
3480,Fort Wayne,41.04,-85.4436,United States
3490,Fort Wayne,41.1042,-85.4242,United States
3500,Fort Wayne,41.1624,-85.4154,United States
3510,Fort Wayne,41.19,-85.4136,North Webster town
3520,Fort Wayne,41.253,-85.45,Syracuse town
3530,Fort Wayne,41.2842,-85.41,United States
3540,Fort Wayne,41.303,-85.4136,United States
3560,Fort Wayne,41.4048,-85.4224,Middlebury town
3570,No MPO,41.4454,-85.4054,United States
3580,LaPorte,41.0048,-87.2424,United States
3590,LaPorte,41.0048,-87.1754,United States
3600,LaPorte,41.0048,-87.1618,United States
3610,LaPorte,41.0042,-87.1436,United States
3620,LaPorte,41.0142,-87.0954,United States
3630,LaPorte,41.0142,-87.0754,United States
3640,LaPorte,41.0142,-87.0454,United States
3650,LaPorte,41.0142,-86.5954,United States
3660,LaPorte,41.0324,-86.5136,United States
3670,LaPorte,41.0324,-86.513,United States
3680,LaPorte,41.0324,-86.5006,United States
3690,LaPorte,41.0324,-86.4912,United States
3700,LaPorte,41.0324,-86.45,United States
3705,LaPorte,41.0324,-86.4212,United States
3730,LaPorte,41.033,-86.3536,Winamac town
3740,LaPorte,41.0318,-86.2124,United States
3750,LaPorte,41.0318,-86.1936,United States
3755,LaPorte,41.031517,-86.142211,Rochester city
3760,LaPorte,41.0342,-86.1154,Rochester city
3770,Fort Wayne,41.0306,-86.0112,United States
3780,Fort Wayne,41.0424,-85.5424,United States
3790,Fort Wayne,41.043,-85.4524,United States
3800,Fort Wayne,41.0436,-85.4036,United States
3810,Fort Wayne,41.0436,-85.3654,United States
3820,Fort Wayne,41.043,-85.1848,United States
3830,Fort Wayne,41.043,-85.183,United States
3840,Fort Wayne,41.043,-85.1736,United States
3850,Fort Wayne,41.043,-85.1724,United States
3860,Fort Wayne,41.043,-85.1342,Fort Wayne city
3870,Fort Wayne,41.042755,-85.145399,Fort Wayne city
3890,Fort Wayne,40.2924,-85.3742,Gas City city
3900,Fort Wayne,40.3036,-85.39,Marion city
3910,Fort Wayne,40.3648,-85.4136,United States
3920,Fort Wayne,40.3836,-85.4236,United States
3930,Fort Wayne,40.4024,-85.4336,La Fontaine town
3931,Fort Wayne,40.402424,-85.433225,La Fontaine town
3940,Fort Wayne,40.41,-85.4406,United States
3950,Fort Wayne,40.413,-85.4436,United States
3960,Fort Wayne,40.473,-85.4918,Wabash city
3970,Fort Wayne,40.4824,-85.4948,Wabash city
3980,Fort Wayne,40.5342,-85.5324,United States
3981,Fort Wayne,40.534157,-85.531881,United States
3985,Fort Wayne,40.554638,-85.473587,United States
3990,Fort Wayne,40.5642,-85.533,United States
4000,Fort Wayne,40.5654,-85.533,United States
4010,Fort Wayne,40.5848,-85.533,United States
4040,Fort Wayne,41.0748,-85.5336,United States
4044,Fort Wayne,41.0912,-85.5312,United States
4050,Fort Wayne,41.1218,-85.5212,United States
4060,Fort Wayne,41.1348,-85.5124,Warsaw city
4070,Fort Wayne,41.1548,-85.5112,Warsaw city
4080,Fort Wayne,41.1724,-85.513,United States
4090,Fort Wayne,41.2412,-85.5118,United States
4100,Fort Wayne,41.2548,-85.5054,United States
4110,Fort Wayne,41.2736,-85.5036,United States
4120,Fort Wayne,41.2924,-85.5012,United States
4140,Fort Wayne,41.3136,-85.4936,Goshen city
4155,Fort Wayne,41.353,-85.5012,Goshen city
4160,Fort Wayne,41.3824,-85.493,United States
4170,Fort Wayne,41.4324,-85.4842,Bristol town
4180,No MPO,41.4406,-85.4806,United States
4190,LaPorte,40.52,-87.1936,United States
4195,LaPorte,40.52,-87.2212,Brook town
4200,LaPorte,40.52,-87.1654,United States
4210,LaPorte,40.52,-87.1224,United States
4220,LaPorte,40.52,-87.1124,United States
4230,LaPorte,40.5206,-87.0536,United States
4240,LaPorte,40.5206,-87.0436,United States
4250,LaPorte,40.5212,-86.4936,United States
4260,LaPorte,40.5212,-86.4648,United States
4270,LaPorte,40.5306,-86.4454,United States
4280,LaPorte,40.5306,-86.4448,United States
4290,LaPorte,40.5206,-86.3424,United States
4300,LaPorte,40.5206,-86.3306,United States
4310,LaPorte,40.5206,-86.3118,United States
4320,LaPorte,40.52,-86.1736,United States
4330,LaPorte,40.52,-86.153,United States
4331,LaPorte,40.515897,-86.152843,United States
4340,LaPorte,40.52,-86.1106,United States
4350,LaPorte,40.52,-86.1018,United States
4360,Fort Wayne,40.52,-86.0506,College Park city
4370,Fort Wayne,40.52,-86.04,United States
4380,Fort Wayne,40.52,-86.0236,United States
4390,Fort Wayne,40.5454,-85.5642,United States
4395,Fort Wayne,40.55,-85.3542,United States
4400,Fort Wayne,40.55,-85.3242,United States
4410,LaPorte,40.4524,-86.2206,Logansport city
4420,LaPorte,40.493,-86.223,United States
4430,LaPorte,40.5512,-86.2236,United States
4440,LaPorte,40.5912,-86.2454,United States
4450,LaPorte,41.0154,-86.2512,United States
4460,LaPorte,41.0224,-86.2512,United States
4490,LaPorte,41.0906,-86.2606,United States
4500,LaPorte,41.1618,-86.2454,United States
4520,Crawfordsville,40.3724,-87.3012,United States
4530,Crawfordsville,40.3724,-87.2542,United States
4540,Crawfordsville,40.3724,-87.2436,United States
4547,Crawfordsville,40.3718,-87.2236,United States
4550,Crawfordsville,40.3724,-87.2206,United States
4560,Crawfordsville,40.3624,-87.12,United States
4570,Crawfordsville,40.3624,-87.1036,United States
4580,Crawfordsville,40.3624,-87.0954,United States
4590,Crawfordsville,40.3624,-87.0748,United States
4591,Crawfordsville,40.362192,-87.074266,United States
4600,Crawfordsville,40.3624,-87.07,United States
4610,Crawfordsville,40.362381,-87.024471,United States
4615,Crawfordsville,40.361966,-86.584633,United States
4620,Crawfordsville,40.361872,-86.575546,United States
4640,Crawfordsville,40.36188,-86.532432,United States
4650,LaPorte,40.3606,-86.4712,United States
4660,LaPorte,40.3542,-86.4618,United States
4670,LaPorte,40.3254,-86.2924,United States
4680,LaPorte,40.3254,-86.2648,United States
4690,LaPorte,40.3412,-86.2118,United States
4700,LaPorte,40.3454,-86.1054,United States
4708,Fort Wayne,40.3506,-86.073,United States
4710,Fort Wayne,40.3512,-86.0518,United States
4720,Fort Wayne,40.3448,-85.5912,United States
4730,Fort Wayne,40.3448,-85.5706,United States
4740,Fort Wayne,40.3448,-85.5606,United States
4750,Fort Wayne,40.3442,-85.5236,United States
4760,Fort Wayne,40.3436,-85.5106,United States
4770,Fort Wayne,40.3418,-85.4948,United States
4780,Fort Wayne,40.343,-85.493,United States
4781,Fort Wayne,40.342712,-85.492598,United States
4790,Fort Wayne,40.3436,-85.4924,United States
4800,Fort Wayne,40.343,-85.4818,United States
4810,Fort Wayne,40.3412,-85.453,United States
4820,Fort Wayne,40.3348,-85.4248,Marion city
4830,Fort Wayne,40.3348,-85.4242,Marion city
4835,Fort Wayne,40.333,-85.3954,Marion city
4840,Fort Wayne,40.3336,-85.3954,Marion city
4845,Fort Wayne,40.3324,-85.3854,Marion city
4850,Fort Wayne,40.3336,-85.3848,Marion city
4859,Fort Wayne,40.3312,-85.3254,United States
4860,Fort Wayne,40.3318,-85.3254,United States
4880,Fort Wayne,40.3312,-85.2218,United States
4890,Fort Wayne,40.3318,-85.1542,United States
4895,Fort Wayne,40.3312,-85.0942,United States
4900,Fort Wayne,40.3254,-85.04,United States
4910,Fort Wayne,40.3254,-85.0136,United States
4920,Fort Wayne,40.3254,-85.0106,United States
4930,Fort Wayne,40.3242,-84.5954,United States
4950,Greenfield,40.0836,-86.0048,Cicero town
4960,Greenfield,40.1636,-86.023,Tipton city
4980,Greenfield,40.1906,-86.02,United States
4990,Greenfield,40.2324,-86.02,United States
5000,Greenfield,40.27,-86.02,United States
5004,Fort Wayne,40.3624,-85.5548,Amity city
5006,Fort Wayne,40.39,-85.5906,United States
5008,Fort Wayne,40.4506,-86.04,Petrey town
5010,Fort Wayne,40.4642,-86.0336,Petrey town
5020,Fort Wayne,40.5048,-86.0206,United States
5030,Fort Wayne,40.513,-86.0136,United States
5040,Fort Wayne,41.0306,-86.0142,United States
5070,Fort Wayne,41.1012,-86.0224,Mentone town
5080,Fort Wayne,41.1436,-86.0254,United States
5090,Fort Wayne,41.1712,-86.0254,United States
5100,Fort Wayne,41.1936,-86.0224,United States
5110,Fort Wayne,41.223,-86,United States
5120,Fort Wayne,41.2454,-86.0006,United States
5130,Fort Wayne,41.27,-86.0006,Nappanee city
5140,Fort Wayne,41.2948,-86.0006,United States
5165,Fort Wayne,41.4048,-86,Elkhart city
5180,Fort Wayne,41.4354,-85.583,Elkhart city
5181,Fort Wayne,41.4354,-85.583,Elkhart city
5190,LaPorte,41.3654,-87.2854,Hammond city
5200,LaPorte,41.3636,-87.2742,Hammond city
5210,LaPorte,41.3542,-87.1318,Portage city
5220,LaPorte,41.3536,-87.1236,Portage city
5230,LaPorte,41.353,-87.1148,Portage city
5240,LaPorte,41.36,-87.0848,Portage city
5260,LaPorte,41.3724,-87.0518,Porter town
5270,LaPorte,41.4054,-86.5642,United States
5275,LaPorte,41.4118,-86.51,Trail Creek town
5280,LaPorte,41.4118,-86.5042,Trail Creek town
5290,LaPorte,41.4142,-86.4854,Michigan City city
5305,LaPorte,41.4042,-86.4006,United States
5310,LaPorte,41.4018,-86.37,United States
5502,LaPorte,41.3736,-86.133,Tampa city
5503,LaPorte,41.3736,-86.13,Tampa city
5540,Fort Wayne,41.4006,-85.5254,United States
5545,Fort Wayne,41.4006,-85.5254,United States
5560,Fort Wayne,41.3918,-85.4054,United States
5570,Fort Wayne,41.3918,-85.4018,United States
5580,Fort Wayne,41.383,-85.1518,United States
5590,Fort Wayne,41.3806,-85.0636,United States
5600,Fort Wayne,41.3806,-85.0254,United States
5610,Fort Wayne,41.38,-84.5618,United States
5620,Fort Wayne,41.3754,-84.4936,United States
